1/9/2012,"14 Castlemanor, Billis, Cavan",,Cavan,211453.74,No
1/9/2012,"14 Primrose Avenue, Naas, Co Kildare",,Kildare,137000,No
1/9/2012,"15 Glenbrook Park, Delgany",,Wicklow,400000,No
1/9/2012,"18  Ceol na Mara, Cliffoney",,Sligo,125000,No
1/9/2012,"2 glencarrig, Ballinode, Sligo",,Sligo,147000,No
1/9/2012,"26 Dawson House, Patrick Street, Dublin 8",,Dublin,215000,No
1/9/2012,"28 Mount Prospect Drive, Clontarf, Dublin 3",,Dublin,330000,No
1/9/2012,"356 Mourne Road, Drimnagh",,Dublin,118000,No
1/9/2012,"4 Grange Manor, Tulsk, Co",,Roscommon,100000,No
1/9/2012,"4 The Paddocks, Westbury  Corbally, Limerick",,Clare,115000,No
1/9/2012,"47 Wellmount Crescent, Finglas",,Dublin,75000,No
1/9/2012,"56 marian park, baldoyle",,Dublin,212500,No
1/9/2012,"57 The Larches, Abberley, Killiney",,Dublin,360000,No
1/9/2012,"57A/57B, Leeson Park, Ranelagh",Dublin 6,Dublin,997000,No
1/9/2012,"62 Esker Lawns, Lucan",,Dublin,264500,No
1/9/2012,"7  Belmont Park, Ballinlough Road, Cork",,Cork,165000,No
1/9/2012,"7 Leana na Cille, Killkerrin, Ballinasloe",,Galway,100000,No
1/9/2012,"70 and 70a Hyde Square, Rear of 646a  646b  648-646, South Circular Road",,Dublin,180000,No
1/9/2012,"8 Glenshesk Road, Whitehall, Dublin 9",,Dublin,80000,Yes
1/9/2012,"APT 11 HANBURY HALL, HANBURY LANE, MEATH STREET",Dublin 8,Dublin,80000,No
1/9/2012,"Apt 234 The Schooner, Arran Quay, Dublin 7",,Dublin,107500,No
1/9/2012,"Ashville, Coolfin, Portlaw",,Waterford,250000,No
1/9/2012,"Ballymurphy, Innishannon",,Cork,50000,No
1/9/2012,"Bulgan, Glynn, Enniscorthy",,Wexford,208400,No
1/9/2012,"Coolbeggan, Knockanore",,Waterford,95000,No
1/9/2012,"Corcullen House, Corcullen",,Galway,260000,No
1/9/2012,"Knockroe, Thurles",,Tipperary,190000,No
1/9/2012,"Knocktagglebeg, Kilcummin",,Kerry,260000,No
1/9/2012,"Lodgewood, Ferns",,Wexford,50875,Yes
1/9/2012,"Manzil, Kilgarron Hill, Enniskerry",,Wicklow,385000,No
1/9/2012,"No 7 Walsheslough, Rosslare, Wexford",,Wexford,202643,No
1/9/2012,"Rathmore, Borrisokane, Borrisokane",,Tipperary,80767,No
1/9/2012,"Saltown, Saltmills",,Wexford,100000,No
1/9/2012,"The Bungalow, Dripsey",,Cork,76000,No
1/10/2012,"'St David's', Urra, Nenagh",,Tipperary,2010000,No
1/10/2012,"1 OAKWAY, CLONDALKIN, DUBLIN 22",,Dublin,180000,No
1/10/2012,"110 St. Joseph's Estate, Tralee",,Kerry,52250,Yes
1/10/2012,"12 Lyons Street, Newcastle",,Dublin,205000,No
1/10/2012,"12a Douglas Close, Douglas, CORK",,Cork,270000,No
1/10/2012,"14 Cluain Mhuire, Pallaskenry",,Limerick,100000,No
1/10/2012,"140 Ashlawn Park, Ballybrack",,Dublin,190000,No
1/10/2012,"15 Appollonian Suites, Gallweys Hill, Tramore",,Waterford,105768,No
1/10/2012,"15 Cluain Gearrain, Quinville South, Quin",,Clare,243502.2,No
1/10/2012,"15A Vernon Court, Clontarf",Dublin 3,Dublin,200000,No
1/10/2012,"16 Cannonbrook Court, Lucan",,Dublin,200000,No
1/10/2012,"16 Townyard House, Townyard Lane, Malahide",,Dublin,245000,No
1/10/2012,"163 Windmill Road, Crumlin",Dublin 12,Dublin,170000,No
1/10/2012,"18 Cherrywood Grove, Clondalkin, Dublin 22",,Dublin,137000,No
1/10/2012,"18 Dun Eibhir, Furbo, Co. Galway",,Galway,281938,No
1/10/2012,"19 Hillview, Clane",,Kildare,141000,No
1/10/2012,"2 dalcassian drive, Ennis",,Clare,42700,Yes
1/10/2012,"2 Railway Crescent, Rampark Jenkinstown, Dundalk",,Louth,88105.73,No
1/10/2012,"20 Fertullagh Road, Cabra, Dublin 7",,Dublin,140000,No
1/10/2012,"20 Hill Street, Monaghan",,Monaghan,190000,No
1/10/2012,"20 The Windmill, Sir John Rogersons Quay",Dublin 2,Dublin,87500,Yes
1/10/2012,"21  St. Fanahan's Place, Mitchelstown",,Cork,66500,No
1/10/2012,"25 The Steeples, Navan",,Meath,63000,No
1/10/2012,"27 The Moorings, Ballinakill",,Waterford,180000,No
1/10/2012,"28 Heatherview, Sligo",,Sligo,136000,No
1/10/2012,"31 Ballinteer, Ballinteer",Dublin 16,Dublin,285000,No
1/10/2012,"31 Cluain Ard, Roscrea",,Tipperary,130000,No
1/10/2012,"33 Finnswood, Finnstown Cloisters, Lucan",,Dublin,206000,No
1/10/2012,"36 Cronan Park, Shannon, Co. Clare",,Clare,67500,No
1/10/2012,"40 Northbrook Avenue, Northbrook Road, Ranelagh",,Dublin,353500,No
1/10/2012,"45 Armada Cottages, Bundoran",,Donegal,70000,No
1/10/2012,"5 Tivoli Terrace North, Dun Laoghaire",,Dublin,342000,No
1/10/2012,"52 Hollybrook Road, Clontarf",Dublin 3,Dublin,600000,No
1/10/2012,"59 Rinawade Vale, Leixlip",,Kildare,261000,No
1/10/2012,"59 Ros Geal, Dunmanway",,Cork,150000,No
1/10/2012,"6 Faugher Close, Portnablagh",,Donegal,97500,No
1/10/2012,"7 Carrowhubbock, Enniscrone",,Sligo,90000,No
1/10/2012,"7 Clarinda Manor, Dun Laoghaire, County Dublin",,Dublin,250000,No
1/10/2012,"7 MOURNE ROAD, DRIMNAGH",Dublin 12,Dublin,155000,No
1/10/2012,"73 Pebble Drive, Tramore",,Waterford,46000,No
1/10/2012,"81 Grian Aird, Ballinalee Road, Longford",,Longford,62000,No
1/10/2012,"85 Mountainview Drive, Bray",,Wicklow,194300,No
1/10/2012,"85 The Pines, Ticknock, Arklow",,Wicklow,180000,No
1/10/2012,"89 Sycamore Road, Glasnevin",Dublin 11,Dublin,177500,No
1/10/2012,"Apartment 41 Block C, Parkside, Portlaoise",,Laois,79995,No
1/10/2012,"Ardagh Village, Ardagh",,Limerick,68000,No
1/10/2012,"Ballinahulla, Ballydesmond, Mallow",,Cork,68281.55,No
1/10/2012,"Ballymacandrick, Cloyne, Co. Cork",,Cork,36000,No
1/10/2012,"Barnlodge, Toureen, Ballinderreen",,Galway,135000,Yes
1/10/2012,"Castle Street, Dunmore",,Galway,60000,No
1/10/2012,"Clonswords, Ballyboughal",,Dublin,495000,No
1/10/2012,"COLLEGE ROAD, MOUNTBELLEW",,Galway,80000,No
1/10/2012,"GREEN ROAD, THE COMMONS, DROMISKIN",,Louth,85000,No
1/10/2012,"Gullanes, Rosscarbery",,Cork,110000,No
1/10/2012,"knockaun, Cappagh, Dungarvan",,Waterford,290000,No
1/10/2012,"Lavagh, Ballymote",,Sligo,63000,No
1/10/2012,"Marameelan, Dungloe",,Donegal,10000,No
1/10/2012,"No 31 Ashley Gardens, Portlaoise",,Laois,148000,No
1/10/2012,"Pollyanster, Williamstown",,Galway,95000,No
1/11/2012,"'Woodside', 18 Shresbury Road",Dublin 4,Dublin,1700000,No
1/11/2012,"1 Eagle Hill Avenue, Terenure Road East, Dubliln 6W",,Dublin,275000,No
1/11/2012,"109 McHale Road, Castlebar",,Mayo,32500,No
1/11/2012,"12 Glencarrig, Carrick-on-Shannon",,Leitrim,75000,No
1/11/2012,"127 VERDEMONT, BLANCHARDSTOWN, DUBLIN 15",,Dublin,170000,No
1/11/2012,"130 Captains Road, Crumlin",,Dublin,120000,No
1/11/2012,"144 Tritonville Road, Sandymount",Dublin 4,Dublin,985000,No
1/11/2012,"15 Fernwood Crescent, Lehenaghmore, Togher",,Cork,147500,No
1/11/2012,"15 Mannix Road, Glasnevin, Dublin",,Dublin,240000,No
1/11/2012,"2 Gort na Ri, Athenry",,Galway,186000,No
1/11/2012,"21 Carraig Beg, Drumalee, Cavan",,Cavan,114537.44,No
1/11/2012,"23 Dun na Carraige, Rocks Road, Kingscourt",,Cavan,105726,No
1/11/2012,"28 Kickham Road, Inchicore, Dublin 8",,Dublin,185000,No
1/11/2012,"31 Ryebridge Rise, Kilcock",,Kildare,215000,No
1/11/2012,"34 Oak Hall, The Hill, Malahide",,Dublin,273237,No
1/11/2012,"38 Rathbraughan Park, Ballytivnan",,Sligo,74000,No
1/11/2012,"39 Aidan Park, Shannon",,Clare,115000,No
1/11/2012,"4 bishopshill, kilkenny",,Kilkenny,15000,No
1/11/2012,"42 Corrybrennan Park, Ballybay, Co. Monaghan",,Monaghan,70000,Yes
1/11/2012,"49 Daisyhill Manor, Ballyconnell",,Cavan,77000,No
1/11/2012,"5 Smyth's Lane, Cathedral Place",,Limerick,60000,No
1/11/2012,"6 Cappagh Drive, Finglas",,Dublin,80000,No
1/11/2012,"6 Maple Grove, Rathcoole, Co.Dublin",,Dublin,128000,No
1/11/2012,"6 Millstead, Blanchardstown",,Dublin,220000,No
1/11/2012,"6 Silverpines, Bray",,Wicklow,200000,No
1/11/2012,"7 Lartigue Close, Ballybunion",,Kerry,110000,No
1/11/2012,"74 The Woods, Glounthaune",,Cork,132158,No
1/11/2012,"ards view, creeslough",,Donegal,80000,No
1/11/2012,"Ballyderowen, Burnfoot, Inishowen",,Donegal,172500,No
1/11/2012,"Barrglaise, School Avenue, Glasheen Road",,Cork,244000,No
1/11/2012,"Coolroe Little, Arklow",,Wicklow,283000,No
1/11/2012,"Dromcummer, Kanturk",,Cork,25000,No
1/11/2012,"Dronmtrasna, Abbeyfeale",,Limerick,50000,No
1/11/2012,"DRUMNACROSS, GLENCAR, MANORHAMILTON",,Leitrim,90000,No
1/11/2012,"Glasserchoo, Meenlaragh",,Donegal,10000,No
1/11/2012,"Kilcorkan House, Gort",,Galway,162000,Yes
1/11/2012,"Kileen, Maganey",,Laois,700000,No
1/11/2012,"Killemly, Priests Road, Cahir",,Tipperary,113000,No
